\fixlen = T
|set|pl_orbper       |pl_bmassj|
|int|double          |double   |
 0   3.76483000       0.44000   
 0   2.75660000       0.85000   
 0   3.40883000       0.90700   
 0   3.92273000       0.23000   
 0   3.40590960       0.47800   
 0   2.71866000       2.63000   
 0   1.21987000       2.09300   
 0   4.31768000       0.56000   
 0   3.16158000       0.71000   
 0   1.53736596       2.36100   
 0   3.57746900       1.80000   
 0   6.87188000       3.44000   
 0   4.05525900       0.28000   
 0   3.05240000       0.85000   
 0   4.98168190       0.52700   
 0   0.81347500       1.78000   
 0   2.42380400       0.87000   
 0   3.12608900       0.96400   
 0   1.43036763       1.91000   
 0   4.15912890       1.14243   
 0   2.14363000       0.80000   
 0   2.78174000       0.37000   
 0   1.95510000       1.46880   
 0   1.74977980       0.46000   
 0   3.69364000       0.59000   
 0   4.46563000       0.61000   
 0   4.61710000       0.45000   
 0   2.83891856       0.64400   
 0   5.01718000       0.97000   
 0   7.91958500       0.86300   
 0   4.30500000       0.55000   
 0   3.85590000       2.68000   
 0   4.41195000       0.52000   
 0   4.37808000       0.37000   
 0   1.57329180       1.27100   
 0   2.31142430       1.55000   
 0   4.08605000       2.35000   
 0   4.61442000       0.43000   
 0   5.08430000       1.08000   
 0   3.86814000       0.29000   
 0   3.71302030       0.59000   
 0   2.90367000       1.39000   
 0   2.21673000       2.30000   
 0   4.08722000       2.86000   
 0   2.48419300       1.07000   
 0   1.36003000       2.29000   
 0   2.17518000       1.11000   
 0   3.66238000       0.85000   
 0   3.06785234       0.53800   
 0   2.70579000       1.17000   
 0   8.52348650       0.69400   
 0   4.95400000       0.42000   
 0   3.95019000       0.50000   
 0   2.00839000       0.61800   
 0   2.18467000       1.44000   
 0   3.42526020       0.48000   
 0   2.07276000       1.36000   
 0   2.96264036       0.92200   
 0   5.75251000       2.43000   
 0   2.84938000       1.26000   
 0   3.58572000       0.51000   
 0   0.92554200       1.49000   
 0   1.75541370       1.27200   
 0   9.28971000       1.62000   
 0   10.02165000      0.30000   
 0   3.35205700       4.01000   
 0   1.01870680       1.12000   
 0   3.94153000       0.83000   
 0   2.61586178       0.56600   
 0   18.15700000      0.26000   
 0   120.80000000     1.37000   
 0   3.19154000       7.29000   
 0   4.12508000       1.42000   
 0   4.18775580       1.19000   
 0   3.31284600       0.52600   
 0   628.96000000     6.47000   
 0   416.00000000     1.90000   
 0   1084.50000000    6.00000   
 0   144.30000000     1.98000   
 0   2.73477000       1.39000   
 0   3.58524670       0.58200   
 0   3.58389300       0.13800   
 0   240.50300000     0.05034   
 0   2.13775000       0.72000   
 0   4.97125200       0.30000   
 0   3.35642270       5.90000   
 0   19.30440000      0.08495   
 0   32.93962300      0.02807   
 0   2.79083000       2.31000   
 0   3.09292600       0.01491   
 0   6.76458000       0.01372   
 0   46.85900000      0.05088   
 0   3.04404990       0.54300   
 0   2.76676410       1.07100   
 0   3.24406000       0.66000   
 0   1276.00000000    3.71000   
 0   40.00000000      0.05078   
 0   0.38107800       1.40000   
 0   588.50000000     1.25287   
 0   9.03077000       0.04122   
 0   0.78959200       0.02149   
 0   421.00000000     3.18000   
 0   433.70001000     5.63000   
 0   133.60001000     1.96000   
 0   535.59998000     12.89000  
 0   93.40000000      1.31000   
 0   818.80000000     2.60000   
 0   2.46530000       1.41000   
 0   1.62893100       0.00522   
 0   3.12201090       1.35000   
 0   4.21802780       0.30900   
 0   2.75359530       0.81800   
 0   1.96162410       1.48400   
 0   13.50520000      0.01759   
 0   34.90500000      0.05530   
 0   29.01000000      0.02825   
 0   22.71700000      0.02297   
 0   94.20000000      0.03400   
 0   2247.00000000    0.34000   
 0   1.40137940       1.90000   
 0   10.57000000      0.02000   
 0   523.90000000     4.46000   
 0   4375.00000000    3.74000   
 0   3117.00000000    1.53000   
 0   4.88690000       0.00601   
 0   17.87190000      0.01073   
 0   217.21000000     0.02423   
 0   2372.00000000    0.70000   
 0   551.40002000     2.01000   
 0   916.00000000     1.75000   
 0   1.80988600       0.92000   
 0   3.91624300       0.63000   
 0   139.35000000     5.78000   
 0   153.22000000     1.06100   
 0   6.77131500       0.09722   
 0   4850.00000000    7.79000   
 0   20.88977000      0.05978   
 0   42.33910000      0.04845   
 0   2.19740000       1.21000   
 0   232.08000000     2.68000   
 0   82.46700000      3.76000   
 0   499.48000000     1.56000   
 0   218.47000000     3.18000   
 0   58.83000000      2.98000   
 0   28.12500000      0.42800   
 0   67.30000000      0.78400   
 0   94.44000000      0.45100   
 0   201.99000000     1.33000   
 0   1069.80000000    1.18000   
 0   5000.00000000    0.66000   
 0   2.98959320       0.90200   
 0   1560.20000000    5.50000   
 0   822.30000000     2.40000   
 0   1.71005660       1.28400   
 0   3.32944000       1.31000   
 0   3.25883210       0.73000   
 0   16.25461100      1.33800   
 0   26.46800000      5.40000   
 0   4.09850300       0.57900   
 0   4.16627390       0.67900   
 0   1.25785000       1.77400   
 0   1.51087081       0.00267   
 0   2.42182330       0.00434   
 0   4.04961000       0.00129   
 0   2.49979000       1.23000   
 0   3.37265000       0.60000   
 0   3.28883000       0.28411   
 0   5.74814500       1.00000   
 0   2.17642300       1.16000   
 0   81.73778000      0.03335   
 0   125.63243000     0.97000   
 0   7.83443500       0.08306   
 0   1000.00000000    2.40000   
 0   1606.30000000    8.52000   
 0   1854.40000000    20.30000  
 0   1173.00000000    1.61000   
 0   1107.59230000    1.51968   
 0   4682.00000000    14.60000  
 0   4.60543000       0.09000   
 0   3.61127060       4.85000   
 0   2.97764120       0.89900   
 0   4.29864320       0.61300   
 0   3.30238810       0.65000   
 0   4.63703800       0.53000   
 0   3.18107810       0.67200   
 0   4.60587490       0.65300   
 0   3.17435160       0.70600   
 0   1.27492550       1.18300   
 0   5.42486500       3.70000   
 0   4.92700000       0.70000   
 0   1.74748753       2.17000   
 0   2.68650200       3.27000   
 0   1.42261400       0.01227   
 0   5.34088800       0.02454   
 0   4.01593000       0.06000   
 0   10.56103000      0.03115   
 0   4.08700000       0.46000   
 0   2.65567770       1.26500   
 0   4.54216875       0.47500   
 0   1.54877430       1.76900   
 0   3.00265000       0.42600   
 0   5.06963000       0.06702   
 0   8.19979600       1.90000   
 0   2.64977000       0.00777   
 0   13.74000000      0.01970   
 0   41.68550000      0.07000   
 0   299.36000000     6.92000   
 0   840.00000000     11.80000  
 0   13.48100000      12.40000  
 0   11.18600000      0.00400   
 0   649.00000000     1.42000   
 0   3568.00000000    0.42000   
 0   5769.00000000    2.50000   
 0   3.08017160       1.31000   
 0   2.17467420       0.80500   
 0   2.73253210       1.47000   
 0   4.04604350       0.51400   
 0   825.90000000     4.51000   
 0   2.60545520       0.52700   
 0   2.97208600       0.78300   
 0   2557.00000000    0.25171   
 0   7337.00000000    6.80000   
 0   1002.00000000    5.61000   
 0   39.84580000      1.04490   
 0   149.61000000     0.04531   
 0   75.76500000      0.04059   
 0   102.54000000     0.07866   
 0   0.83784000       1.97950   
 0   2.17480000       0.02517   
 0   1179.00000000    1.11000   
 0   1103.00000000    3.07000   
 0   39.47500000      5.45000   
 0   298.20000000     0.89000   
 0   116.59600000     5.14000   
 0   491.54000000     2.30000   
 0   434.50000000     2.89000   
 0   1189.10000000    5.97000   
 0   8.70760000       0.01686   
 0   11.55098000      1.23000   
 0   5.32202300       0.27000   
 0   7.13352100       0.41000   
 0   5.92426200       0.11700   
 0   2.23598350       2.44000   
 0   3.31065100       2.69000   
 0   2.05286800       0.84000   
 0   3.37796000       0.88000   
 0   2.81265480       0.92000   
 0   2.54955510       1.19200   
 0   2.10616070       0.94100   
 0   1.82099930       1.22200   
 0   1270.00000000    3.60000   
 0   871.00000000     1.56000   
 0   4.17806200       0.18000   
 0   5.21535700       1.51000   
 0   3.63443300       1.22000   
 0   3.76500070       4.40000   
 0   11613.00000000   7.60000   
 0   3.30984430       2.13200   
 0   2840.00000000    16.35000  
 0   2.71647620       0.72900   
 0   10.79000000      1.66000   
 0   0.96899510       2.75000   
 0   6.09961500       0.00195   
 0   9.20669000       0.00214   
 0   12.35294000      0.00422   
 0   9.55237000       0.03964   
 0   21.05704000      0.04782   
 0   623.80000000     0.87000   
 0   857.50000000     1.60000   
 0   1362.30000000    2.40000   
 0   4.72281240       2.74000   
 0   2.16051560       1.47000   
 0   1.34849780       2.26000   
 0   34.94000000      0.06280   
 0   511.21000000     2.18000   
 0   1.22003000       0.00560   
 0   5.97400000       0.01315   
 0   257.80000000     0.03304   
 0   5.36360000       0.00636   
 0   40.54000000      0.00727   
 0   18.64980000      0.00909   
 0   4.72340000       0.00371   
 0   48.13450000      0.02391   
 0   13.25430000      0.01032   
 0   4.81010250       0.34000   
 0   62.95000000      0.07079   
 0   2.50792040       4.31000   
 0   1.80535640       6.10000   
 0   2.87923190       4.32000   
 0   24.73695900      0.02196   
 0   2556.50000000    11.10000  
 0   2.87175180       1.18000   
 0   5.03162300       0.95000   
 0   4.73610000       0.17100   
 0   5.35117000       0.02706   
 0   1.48112350       2.88000   
 0   8.50900000       0.02171   
 0   147.02000000     0.01501   
 0   36.07000000      0.16200   
 0   5174.00000000    5.41500   
 0   481.90000000     6.40000   
 0   44.50500000      0.04751   
 0   101.54000000     10.78000  
 0   2.02195960       8.00000   
 0   760.00000000     23.70000  
 0   20.00000000      0.00551   
 0   49.41000000      0.00576   
 0   162.87000000     0.01237   
 0   636.13000000     0.01237   
 0   2.79858100       1.34000   
 0   7.87288000       1.80000   
 0   5.72149000       0.12000   
 0   1.96876000       0.00236   
 0   3.06008000       0.00308   
 0   4.65627000       0.00359   
 0   6.71837000       0.15000   
 0   14.62800000      0.00887   
 0   352.70000000     1.40000   
 0   532.58000000     0.21414   
 0   9.17510000       0.49000   
 0   4.53347100       0.31000   
 0   3.33260900       0.39000   
 0   3.83616900       0.12800   
 0   214.67000000     0.16800   
 0   117.87000000     0.09700   
 0   49.17500000      0.05290   
 0   676.80000000     0.11900   
 0   5700.00000000    0.38000   
 0   2.14878000       3.70000   
 0   1.20898190       0.01545   
 0   3.64809570       0.00264   
 0   6.20146980       0.01271   
 0   3.47410850       3.38200   
 0   2.64729800       0.81200   
 0   0.17971500       0.50000   
 0   9.86580000       0.00440   
 0   415.40000000     3.93000   
 0   578.60000000     2.70000   
 0   1056.40000000    4.40000   
 0   610.20000000     6.30000   
 0   1224.00000000    13.38000  
 0   8.96200000       0.02363   
 0   6.48980000       0.01806   
 0   16.81910000      0.02888   
 0   6.90500000       0.02246   
 0   0.32296400       0.79490   
 0   86.78000000      0.08983   
 0   3.82970150       0.39000   
 0   3.34887020       0.76800   
 0   1.36665436       2.24000   
 0   3.85377680       0.59500   
 0   4.61170930       4.07000   
 0   0.28032440       0.01598   
 0   7.74850000       0.02328   
 0   4100.00000000    6.00000   
 0   562.00000000     3.42000   
 0   733.00000000     1.70000   
 0   2.64460000       0.01816   
 0   3.61276470       3.91000   
 0   5.75999000       0.00572   
 0   7.28243000       0.00541   
 0   10.86499000      0.00881   
 0   25.19670000      0.00905   
 0   1047.83560000    0.50000   
 0   11.16845400      0.39800   
 0   11.87287870      0.01573   
 0   4.57763480       0.63000   
 0   3.26427360       1.59000   
 0   4.19364900       9.70000   
 0   2.29210200       1.88000   
 0   820.20000000     14.00000  
 0   1.70629100       1.09000   
 0   415.20000000     1.02000   
 0   964.60000000     4.58000   
 0   30.35060000      0.91000   
 0   4.38884970       0.26100   
 0   2.74390040       0.56000   
 0   4.18762440       0.70000   
 0   4.74237290       0.17300   
 0   3.18531500       0.12000   
 0   359.15000000     2.30000   
 0   682.85000000     1.88000   
 0   1.67537280       2.38000   
 0   11.81430000      0.11000   
 0   2.18055770       1.23600   
 0   3.20466000       0.86000   
 0   8.92900000       0.00831   
 0   3407.00000000    1.59519   
 0   734.00000000     6.30000   
 0   1675.00000000    17.00000  
 0   42.37800000      0.02665   
 0   2.62666570       1.42000   
 0   11.63344000      0.22300   
 0   4.23370000       1.30000   
 0   50.81894700      0.04657   
 0   1827.00000000    3.87000   
 0   968.80000000     2.33000   
 0   328.55000000     1.23000   
 0   5062.00000000    5.16000   
 0   1552.90000000    7.80000   
 0   1558.00000000    0.67000   
 0   339.33100000     33.70000  
 0   3501.30000000    21.60000  
 0   7900.00000000    5.64000   
 0   31.57865900      0.15291   
 0   2.36917200       0.02058   
 0   4.51116400       0.74000   
 0   6.18023500       3.00000   
 0   0.65852400       0.03545   
 0   7.81400000       0.00091   
 0   14.69700000      0.02800   
 0   19.48200000      0.04499   
 0   2.27831520       0.44000   
 0   1.76903810       0.89000   
 0   3.65633300       2.79000   
 0   3.84040100       0.55000   
 0   9.62468000       5.20000   
 0   4.15365800       0.42000   
 0   5.47743300       0.47000   
 0   1.38665318       3.69000   
 0   4.60273000       0.27500   
 0   3.76849520       0.27800   
 0   1.77712550       2.13000   
 0   3.46550900       0.65800   
 0   73.94000000      0.06186   
 0   6.26790000       0.01517   
 0   5312.00000000    1.54000   
 0   834.00000000     5.97000   
 0   1785.00000000    3.45000   
 0   1278.00000000    5.69000   
 0   1123.00000000    1.52000   
 0   907.00000000     1.27000   
 0   4191.00000000    8.60000   
 0   4319.00000000    0.61100   
 0   141.24167100     1.93000   
 0   5.41608100       0.80600   
 0   1422.00000000    12.70000  
 0   3.02320000       0.02517   
 0   3.65110000       0.02328   
 0   3.77793100       0.00569   
 0   2.72474000       2.26000   
 0   2613.00000000    3.31000   
 0   676.60000000     1.12100   
 0   2278.00000000    3.18000   
 0   858.00000000     1.76800   
 0   1576.00000000    1.26000   
 0   213.72000000     2.19400   
 0   400.50000000     1.61500   
 0   5.40604250       2.49000   
 0   1.60968840       1.87000   
 0   2.34478022       1.60000   
 0   3.47174500       0.03046   
 0   7.13804800       0.04933   
 0   10.45582000      0.02045   
 0   14.76289000      0.03367   
 0   14.89329100      0.31500   
 0   3.56082900       0.66200   
 0   7.81795300       3.40000   
 0   3.27688370       0.17900   
 0   3.05665270       0.96000   
 0   4.90889700       0.96000   
 0   3.10516100       0.82100   
 0   3.14143910       5.33000   
 0   1.60917880       1.45000   
 0   3.58622020       1.29000   
 0   2.22525770       0.57700   
 0   517.80000000     1.99600   
 0   946.60000000     1.86400   
 0   9.21165000       0.03430   
 0   48.36685000      0.77400   
 0   2.22517700       0.02042   
 0   13.35200000      0.05213   
 0   3.30895800       1.01700   
 0   16.98410000      0.07709   
 0   11.84820000      0.03670   
 0   33.92390000      0.04540   
 0   5.31350000       0.00610   
 0   13.89050000      0.01680   
 0   29.15800000      0.03340   
 0   85.50730000      0.04420   
 0   22.67860000      0.02590   
 0   53.73570000      0.05470   
 0   16.55350000      0.03290   
 0   51.20530000      0.04450   
 0   271.67370000     0.03720   
 0   5.88540000       0.03840   
 0   13.13540000      0.02770   
 0   14.07260000      0.04020   
 0   95.94460000      0.04500   
 0   3.26960000       0.03180   
 0   1291.56460000    0.09220   
 0   11.58240000      0.01510   
 0   27.58210000      0.03400   
 0   107.59830000     0.02700   
 0   1.88823780       12.90000  
 0   35.61253000      0.07142   
 0   17.66700000      0.05638   
 0   29.62500000      0.05405   
 0   3.84937278       5.88000   
 0   6.03607000       0.05223   
 0   11.53533000      0.41500   
 0   12.95320000      0.00941   
 0   5.36775300       1.00000   
 0   3.82200000       0.04097   
 0   43500.00000000   8.00000   
 0   15.53140000      0.02089   
 0   2.03204600       1.88000   
 0   9.47725000       5.42000   
 0   13.60880000      0.02832   
 0   20.44150000      0.01447   
 0   24.16000000      0.02832   
 0   7462.05750000    8.37000   
 0   6019.32000000    4.48000   
 0   14763.40500000   26.77000  
 0   10354.83750000   16.88000  
 0   8619.90000000    2.93000   
 0   11611.29750000   3.67000   
 0   14.27670000      0.19000   
 0   3.07172200       0.50800   
 0   4.51950640       0.29900   
 0   4.11177710       0.50200   
 0   187.36600000     0.05984   
 0   7.78993000       0.01164   
 0   3.71495000       0.37100   
 0   1.54073100       1.19000   
 0   1.64532100       0.73600   
 0   17.08900000      0.09439   
 0   34.55600000      0.62927   
 0   22482.00000000   9.70000   
 0   3.35698660       0.22900   
 0   649.91800000     0.48170   
 0   25.20100000      0.04090   
 0   3.24980000       0.02674   
 0   41.51600000      0.03996   
 0   3090.94200000    0.35837   
 0   120.87800000     0.03524   
 0   96.04500000      0.10760   
 0   84.28800000      0.20734   
 0   45.79100000      0.05600   
 0   158.99100000     0.20955   
 0   7.76000000       0.02712   
 0   15.14400000      0.03914   
 0   2.04550000       0.03713   
 0   87.19000000      0.05915   
 0   4.75615000       0.02363   
 0   17.17840000      0.02552   
 0   1.33735080       0.06481   
 0   4.02486700       0.33500   
 0   258.80000000     0.82000   
 0   4.12688000       1.17000   
 0   13.85080000      0.01771   
 0   5.85748700       2.51000   
 0   2.25525100       0.93800   
 0   105.90000000     0.03839   
 0   14.43990000      0.04185   
 0   3225.00000000    14.15000  
 0   8.98910000       11.60000  
 0   4.91000000       0.00330   
 0   11.40900000      0.00349   
 0   1.68279500       2.18000   
 0   960.41000000     0.23700   
 0   58.02035000      0.04782   
 0   31.50972800      0.03398   
 0   4098.10000000    12.02930  
 0   3650.00000000    13.00000  
 0   5.44354000       0.10100   
 0   75.73200000      0.06576   
 0   3.93072000       0.00579   
 0   9.12470000       0.01070   
 0   55.66100000      0.01919   
 0   5.35882000       0.00692   
 0   4.00498000       0.02358   
 0   4.78694910       3.58000   
 0   2.74432452       6.78000   
 0   2.54418280       0.76000   
 0   4.20420010       0.92100   
 0   4.32479900       0.60200   
 0   2.35062100       3.14700   
 0   4.21808960       1.03000   
 0   1200.00000000    9.00000   
 0   27000.00000000   3.23000   
 0   5480.00000000    4.80000   
 0   5.61141180       0.56100   
 0   3.81862440       1.08400   
 0   3.06529070       0.99000   
 0   3.37698480       0.14800   
 0   5.55149260       5.18000   
 0   0.88205900       1.33900   
 0   3.40926400       0.90000   
 0   11.44070000      0.00953   
 0   7600.00000000    0.11327   
 0   3.34482850       1.66000   
 0   5.18170000       0.57000   
 0   9.38755000       0.98000   
 0   2.87867650       2.30000   
 0   203.59000000     0.46300   
 0   15.81900000      0.04090   
 0   5.23540000       0.03209   
 0   17.38000000      0.02611   
 0   24.32900000      0.02014   
 0   471.00000000     0.10068   
 0   26.16100000      0.03115   
 0   3400.00000000    0.14159   
 0   17.47800000      0.01384   
 0   57.32000000      0.02737   
 0   2390.00000000    5.90000   
 0   4368.00000000    4.50000   
 0   4640.00000000    14.48228  
 0   996.00000000     0.87000   
 0   8799.00000000    5.54000   
 0   16510.00000000   3.25000   
 0   4.23130600       1.22000   
 0   2500.00000000    22.00000  
 0   1756.20000000    22.16000  
 0   2.49970000       0.93000   
 0   4.43527000       2.90000   
 0   1728.00000000    0.20000   
 0   2058.00000000    1.78000   
 0   3.50619500       0.66800   
 0   10140.00000000   0.00620   
 0   237.68977000     7.69300   
 0   1.00803500       0.02778   
 0   4.78503000       0.06277   
 0   2.15580000       0.17368   
 0   7.63000000       0.20199   
